paragraph_id,kind,head_label,head_text,tail_label,tail_text
0,ORG*→ORG,ORG_WITH_STAR_LABEL,**4.º CARTÓRIO NOTARIALDO FUNCHAL**,ORG_LABEL,"MADEIRA RURAL - ASSOCIAÇÃO DE TURISMO EM ESPAÇO RURAL DA
REGIÃO AUTÓNOMA DA MADEIRA"
0,ORG→DOC_NAME,ORG_LABEL,"MADEIRA RURAL - ASSOCIAÇÃO DE TURISMO EM ESPAÇO RURAL DA
REGIÃO AUTÓNOMA DA MADEIRA",DOC_NAME_LABEL,**Alteração de estatutos**
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"CARLOS & NUNES - SOCIEDADE DE CONSTRUÇÃO, LIMITADA"
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"CARREIROS SOBRE RODAS - TRANSPORTES, UNIPESSOAL, LDA."
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"DRAGÃO VERMELHO - RESTAURANTES, LDA."
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"GESPRITUR - SOCIEDADE DE CONSTRUÇÃO E GESTÃO DE PROJECTOS E
INVESTIMENTOS IMOBILIÁRIOS E TURÍSTICOS, LIMITADA"
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"MADIMOGEST - IMOBILIÁRIA, LDA."
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"NOSSO REFÚGIO - CONSTRUÇÃO CIVIL, LDA."
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"PANRICO (MADEIRA) - PRODUTOS ALIMENTARES, LIMITADA"
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"PORTUGAL & MENEZES, LDA."
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"RIMORCHIATORI RIUNTI - CONSULTADORIA E SERVIÇOS, SOCIEDADE
UNIPESSOAL, LDA."
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"SERAFIM & MICAELA, LIMITADA"
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"SOCIEDADE IMOBILIÁRIADE EMPREENDIMENTOS TURÍSTICOS - SAVOI, S.A."
1,ORG*→ORG,ORG_WITH_STAR_LABEL,**CONSERVATÓRIA DO REGISTO COMERCIAL DO FUNCHAL**,ORG_LABEL,"TEIXEIRA & RUI - SOCIEDADE DE ESCAVAÇÕES E TERRAPLANAGENS DE
TERRAS, LDA."
1,ORG→DOC_NAME,ORG_LABEL,"CARLOS & NUNES - SOCIEDADE DE CONSTRUÇÃO, LIMITADA",DOC_NAME_LABEL,**Renúncia de gerente**
1,ORG→DOC_NAME,ORG_LABEL,"CARLOS & NUNES - SOCIEDADE DE CONSTRUÇÃO, LIMITADA",DOC_NAME_LABEL,**Alteração de pacto social**
1,ORG→DOC_NAME,ORG_LABEL,"CARREIROS SOBRE RODAS - TRANSPORTES, UNIPESSOAL, LDA.",DOC_NAME_LABEL,**Contrato de sociedade**
1,ORG→DOC_NAME,ORG_LABEL,"DRAGÃO VERMELHO - RESTAURANTES, LDA.",DOC_NAME_LABEL,**Alteração de pacto social**
1,ORG→DOC_NAME,ORG_LABEL,"GESPRITUR - SOCIEDADE DE CONSTRUÇÃO E GESTÃO DE PROJECTOS E
INVESTIMENTOS IMOBILIÁRIOS E TURÍSTICOS, LIMITADA",DOC_NAME_LABEL,**Alteração de sede social**
1,ORG→DOC_NAME,ORG_LABEL,"MADIMOGEST - IMOBILIÁRIA, LDA.",DOC_NAME_LABEL,**Contrato de sociedade**
1,ORG→DOC_NAME,ORG_LABEL,"NOSSO REFÚGIO - CONSTRUÇÃO CIVIL, LDA.",DOC_NAME_LABEL,**Alteração de pacto social**
1,ORG→DOC_NAME,ORG_LABEL,"PANRICO (MADEIRA) - PRODUTOS ALIMENTARES, LIMITADA",DOC_NAME_LABEL,**Alteração de pacto social**
1,ORG→DOC_NAME,ORG_LABEL,"PORTUGAL & MENEZES, LDA.",DOC_NAME_LABEL,**Dissolução e encerramento da liquidação da sociedade**
1,ORG→DOC_NAME,ORG_LABEL,"RIMORCHIATORI RIUNTI - CONSULTADORIA E SERVIÇOS, SOCIEDADE
UNIPESSOAL, LDA.",DOC_NAME_LABEL,**Nomeação de secretário e secretário suplente**
1,ORG→DOC_NAME,ORG_LABEL,"RIMORCHIATORI RIUNTI - CONSULTADORIA E SERVIÇOS, SOCIEDADE
UNIPESSOAL, LDA.",DOC_NAME_LABEL,**Dissolução e encerramento de liquidação da sociedade**
1,ORG→DOC_NAME,ORG_LABEL,"SERAFIM & MICAELA, LIMITADA",DOC_NAME_LABEL,**Contrato de sociedade**
1,ORG→DOC_NAME,ORG_LABEL,"SOCIEDADE IMOBILIÁRIADE EMPREENDIMENTOS TURÍSTICOS - SAVOI, S.A.",DOC_NAME_LABEL,**Nomeação de administradores**
